pos,role,table,split,row_id,node_idx,column,sem_type,value_seen_by_model,row_timestamp,f2p_edges,is_target,is_mask
447,DRIVER_NBR_INDIRECT,results,Db,15778,53180,statusId of results,number,number_z=-0.24805,1997-06-29,races:Db#604; drivers:Db#20; constructors:Db#16,False,False
448,DRIVER_NBR_INDIRECT,results,Db,15778,53180,date of results,datetime,1997-06-29,1997-06-29,races:Db#604; drivers:Db#20; constructors:Db#16,False,False
449,FULL_ONLY,races,Db,604,36905,year of races,number,number_z=0.24512,1997-06-29,circuits:Db#7,False,False
450,FULL_ONLY,races,Db,604,36905,round of races,number,number_z=-0.097168,1997-06-29,circuits:Db#7,False,False
451,FULL_ONLY,races,Db,604,36905,name of races,text,French Grand Prix,1997-06-29,circuits:Db#7,False,False
452,FULL_ONLY,races,Db,604,36905,date of races,datetime,1997-06-29,1997-06-29,circuits:Db#7,False,False
453,FULL_ONLY,races,Db,604,36905,time of races,text,00:00:00,1997-06-29,circuits:Db#7,False,False
454,DRIVER_NBR_INDIRECT,results,Db,16927,54329,number of results,number,number_z=-0.45117,2000-08-13,races:Db#657; drivers:Db#20; constructors:Db#21,False,False
455,DRIVER_NBR_INDIRECT,results,Db,16927,54329,grid of results,number,number_z=-0.57812,2000-08-13,races:Db#657; drivers:Db#20; constructors:Db#21,False,False
456,DRIVER_NBR_INDIRECT,results,Db,16927,54329,positionOrder of results,number,number_z=0.92969,2000-08-13,races:Db#657; drivers:Db#20; constructors:Db#21,False,False
457,DRIVER_NBR_INDIRECT,results,Db,16927,54329,points of results,number,number_z=-0.45117,2000-08-13,races:Db#657; drivers:Db#20; constructors:Db#21,False,False
458,DRIVER_NBR_INDIRECT,results,Db,16927,54329,laps of results,number,number_z=-0.50781,2000-08-13,races:Db#657; drivers:Db#20; constructors:Db#21,False,False
459,DRIVER_NBR_INDIRECT,results,Db,16927,54329,statusId of results,number,number_z=0.21094,2000-08-13,races:Db#657; drivers:Db#20; constructors:Db#21,False,False
460,DRIVER_NBR_INDIRECT,results,Db,16927,54329,date of results,datetime,2000-08-13,2000-08-13,races:Db#657; drivers:Db#20; constructors:Db#21,False,False
461,FULL_ONLY,races,Db,657,36958,year of races,number,number_z=0.39258,2000-08-13,circuits:Db#10,False,False
462,FULL_ONLY,races,Db,657,36958,round of races,number,number_z=0.69141,2000-08-13,circuits:Db#10,False,False
463,FULL_ONLY,races,Db,657,36958,name of races,text,Hungarian Grand Prix,2000-08-13,circuits:Db#10,False,False
464,FULL_ONLY,races,Db,657,36958,date of races,datetime,2000-08-13,2000-08-13,circuits:Db#10,False,False
465,FULL_ONLY,races,Db,657,36958,time of races,text,00:00:00,2000-08-13,circuits:Db#10,False,False
466,DRIVER_NBR_INDIRECT,standings,Db,23484,86966,points of standings,number,number_z=-0.1543,1997-08-10,races:Db#607; drivers:Db#20,False,False
467,DRIVER_NBR_INDIRECT,standings,Db,23484,86966,position of standings,number,number_z=-0.48242,1997-08-10,races:Db#607; drivers:Db#20,False,False
468,DRIVER_NBR_INDIRECT,standings,Db,23484,86966,wins of standings,number,number_z=-0.27148,1997-08-10,races:Db#607; drivers:Db#20,False,False
469,DRIVER_NBR_INDIRECT,standings,Db,23484,86966,date of standings,datetime,1997-08-10,1997-08-10,races:Db#607; drivers:Db#20,False,False
470,DRIVER_NBR_INDIRECT,results,Db,17573,54975,number of results,number,number_z=-0.58203,2002-05-26,races:Db#686; drivers:Db#20; constructors:Db#16,False,False
471,DRIVER_NBR_INDIRECT,results,Db,17573,54975,grid of results,number,number_z=-0.023193,2002-05-26,races:Db#686; drivers:Db#20; constructors:Db#16,False,False
472,DRIVER_NBR_INDIRECT,results,Db,17573,54975,position of results,number,number_z=-0.61719,2002-05-26,races:Db#686; drivers:Db#20; constructors:Db#16,False,False
473,DRIVER_NBR_INDIRECT,results,Db,17573,54975,positionOrder of results,number,number_z=-1.0234,2002-05-26,races:Db#686; drivers:Db#20; constructors:Db#16,False,False
474,DRIVER_NBR_INDIRECT,results,Db,17573,54975,points of results,number,number_z=0.022095,2002-05-26,races:Db#686; drivers:Db#20; constructors:Db#16,False,False
475,DRIVER_NBR_INDIRECT,results,Db,17573,54975,laps of results,number,number_z=1.0391,2002-05-26,races:Db#686; drivers:Db#20; constructors:Db#16,False,False
476,DRIVER_NBR_INDIRECT,results,Db,17573,54975,statusId of results,number,number_z=-0.24805,2002-05-26,races:Db#686; drivers:Db#20; constructors:Db#16,False,False
477,DRIVER_NBR_INDIRECT,results,Db,17573,54975,date of results,datetime,2002-05-26,2002-05-26,races:Db#686; drivers:Db#20; constructors:Db#16,False,False
478,FULL_ONLY,races,Db,686,36987,year of races,number,number_z=0.49219,2002-05-26,circuits:Db#5,False,False
479,FULL_ONLY,races,Db,686,36987,round of races,number,number_z=-0.29492,2002-05-26,circuits:Db#5,False,False
480,FULL_ONLY,races,Db,686,36987,name of races,text,Monaco Grand Prix,2002-05-26,circuits:Db#5,False,False
481,FULL_ONLY,races,Db,686,36987,date of races,datetime,2002-05-26,2002-05-26,circuits:Db#5,False,False
482,FULL_ONLY,races,Db,686,36987,time of races,text,00:00:00,2002-05-26,circuits:Db#5,False,False
483,DRIVER_NBR_INDIRECT,results,Db,16345,53747,number of results,number,number_z=-0.58203,1999-03-07,races:Db#630; drivers:Db#20; constructors:Db#21,False,False
484,DRIVER_NBR_INDIRECT,results,Db,16345,53747,grid of results,number,number_z=-0.57812,1999-03-07,races:Db#630; drivers:Db#20; constructors:Db#21,False,False
485,DRIVER_NBR_INDIRECT,results,Db,16345,53747,position of results,number,number_z=-0.82422,1999-03-07,races:Db#630; drivers:Db#20; constructors:Db#21,False,False
486,DRIVER_NBR_INDIRECT,results,Db,16345,53747,positionOrder of results,number,number_z=-1.1484,1999-03-07,races:Db#630; drivers:Db#20; constructors:Db#21,False,False
487,DRIVER_NBR_INDIRECT,results,Db,16345,53747,points of results,number,number_z=0.25977,1999-03-07,races:Db#630; drivers:Db#20; constructors:Db#21,False,False
488,DRIVER_NBR_INDIRECT,results,Db,16345,53747,laps of results,number,number_z=0.36719,1999-03-07,races:Db#630; drivers:Db#20; constructors:Db#21,False,False
489,DRIVER_NBR_INDIRECT,results,Db,16345,53747,milliseconds of results,number,number_z=-0.29102,1999-03-07,races:Db#630; drivers:Db#20; constructors:Db#21,False,False
490,DRIVER_NBR_INDIRECT,results,Db,16345,53747,statusId of results,number,number_z=-0.62891,1999-03-07,races:Db#630; drivers:Db#20; constructors:Db#21,False,False
491,DRIVER_NBR_INDIRECT,results,Db,16345,53747,date of results,datetime,1999-03-07,1999-03-07,races:Db#630; drivers:Db#20; constructors:Db#21,False,False
492,FULL_ONLY,races,Db,630,36931,year of races,number,number_z=0.34375,1999-03-07,circuits:Db#0,False,False
493,FULL_ONLY,races,Db,630,36931,round of races,number,number_z=-1.4766,1999-03-07,circuits:Db#0,False,False
494,FULL_ONLY,races,Db,630,36931,name of races,text,Australian Grand Prix,1999-03-07,circuits:Db#0,False,False
495,FULL_ONLY,races,Db,630,36931,date of races,datetime,1999-03-07,1999-03-07,circuits:Db#0,False,False
496,FULL_ONLY,races,Db,630,36931,time of races,text,00:00:00,1999-03-07,circuits:Db#0,False,False
497,DRIVER_NBR_INDIRECT,standings,Db,24028,87510,points of standings,number,number_z=-0.18262,1999-05-16,races:Db#633; drivers:Db#20,False,False
498,DRIVER_NBR_INDIRECT,standings,Db,24028,87510,position of standings,number,number_z=-0.84766,1999-05-16,races:Db#633; drivers:Db#20,False,False
499,DRIVER_NBR_INDIRECT,standings,Db,24028,87510,wins of standings,number,number_z=-0.27148,1999-05-16,races:Db#633; drivers:Db#20,False,False
500,DRIVER_NBR_INDIRECT,standings,Db,24028,87510,date of standings,datetime,1999-05-16,1999-05-16,races:Db#633; drivers:Db#20,False,False
501,FULL_ONLY,races,Db,633,36934,year of races,number,number_z=0.34375,1999-05-16,circuits:Db#5,False,False
502,FULL_ONLY,races,Db,633,36934,round of races,number,number_z=-0.88281,1999-05-16,circuits:Db#5,False,False
503,FULL_ONLY,races,Db,633,36934,name of races,text,Monaco Grand Prix,1999-05-16,circuits:Db#5,False,False
504,FULL_ONLY,races,Db,633,36934,date of races,datetime,1999-05-16,1999-05-16,circuits:Db#5,False,False
505,FULL_ONLY,races,Db,633,36934,time of races,text,00:00:00,1999-05-16,circuits:Db#5,False,False
506,DRIVER_NBR_INDIRECT,driver-dnf,Train,8671,106979,date of driver-dnf,datetime,1996-02-18,1996-02-18,drivers:Db#20,False,False
507,COL+DRIVER_NBR_INDIRECT,driver-dnf,Train,8671,106979,did_not_finish of driver-dnf,boolean,1,1996-02-18,drivers:Db#20,False,False
508,DRIVER_NBR_INDIRECT,results,Db,15640,53042,number of results,number,number_z=-0.38672,1997-03-30,races:Db#598; drivers:Db#20; constructors:Db#16,False,False
509,DRIVER_NBR_INDIRECT,results,Db,15640,53042,grid of results,number,number_z=-0.57812,1997-03-30,races:Db#598; drivers:Db#20; constructors:Db#16,False,False
510,DRIVER_NBR_INDIRECT,results,Db,15640,53042,position of results,number,number_z=0.006958,1997-03-30,races:Db#598; drivers:Db#20; constructors:Db#16,False,False
511,DRIVER_NBR_INDIRECT,results,Db,15640,53042,positionOrder of results,number,number_z=-0.62891,1997-03-30,races:Db#598; drivers:Db#20; constructors:Db#16,False,False
512,DRIVER_NBR_INDIRECT,results,Db,15640,53042,points of results,number,number_z=-0.45117,1997-03-30,races:Db#598; drivers:Db#20; constructors:Db#16,False,False
513,DRIVER_NBR_INDIRECT,results,Db,15640,53042,laps of results,number,number_z=0.87109,1997-03-30,races:Db#598; drivers:Db#20; constructors:Db#16,False,False
514,DRIVER_NBR_INDIRECT,results,Db,15640,53042,milliseconds of results,number,number_z=-0.23438,1997-03-30,races:Db#598; drivers:Db#20; constructors:Db#16,False,False
515,DRIVER_NBR_INDIRECT,results,Db,15640,53042,statusId of results,number,number_z=-0.62891,1997-03-30,races:Db#598; drivers:Db#20; constructors:Db#16,False,False
516,DRIVER_NBR_INDIRECT,results,Db,15640,53042,date of results,datetime,1997-03-30,1997-03-30,races:Db#598; drivers:Db#20; constructors:Db#16,False,False
517,FULL_ONLY,races,Db,598,36899,year of races,number,number_z=0.24512,1997-03-30,circuits:Db#17,False,False
518,FULL_ONLY,races,Db,598,36899,round of races,number,number_z=-1.2812,1997-03-30,circuits:Db#17,False,False
519,FULL_ONLY,races,Db,598,36899,name of races,text,Brazilian Grand Prix,1997-03-30,circuits:Db#17,False,False
520,FULL_ONLY,races,Db,598,36899,date of races,datetime,1997-03-30,1997-03-30,circuits:Db#17,False,False
521,FULL_ONLY,races,Db,598,36899,time of races,text,00:00:00,1997-03-30,circuits:Db#17,False,False
522,FULL_ONLY,circuits,Db,17,17,circuitRef of circuits,text,interlagos,,,False,False
523,FULL_ONLY,circuits,Db,17,17,name of circuits,text,Autódromo José Carlos Pace,,,False,False
524,FULL_ONLY,circuits,Db,17,17,location of circuits,text,São Paulo,,,False,False
525,FULL_ONLY,circuits,Db,17,17,country of circuits,text,Brazil,,,False,False
526,FULL_ONLY,circuits,Db,17,17,lat of circuits,number,number_z=-2.5,,,False,False
527,FULL_ONLY,circuits,Db,17,17,lng of circuits,number,number_z=-0.73047,,,False,False
528,FULL_ONLY,circuits,Db,17,17,alt of circuits,number,number_z=1.4688,,,False,False
529,DRIVER_NBR_INDIRECT,standings,Db,23681,87163,points of standings,number,number_z=-0.35156,1998-04-12,races:Db#616; drivers:Db#20,False,False
530,DRIVER_NBR_INDIRECT,standings,Db,23681,87163,position of standings,number,number_z=-0.66406,1998-04-12,races:Db#616; drivers:Db#20,False,False
531,DRIVER_NBR_INDIRECT,standings,Db,23681,87163,wins of standings,number,number_z=-0.27148,1998-04-12,races:Db#616; drivers:Db#20,False,False
532,DRIVER_NBR_INDIRECT,standings,Db,23681,87163,date of standings,datetime,1998-04-12,1998-04-12,races:Db#616; drivers:Db#20,False,False
533,FULL_ONLY,races,Db,616,36917,year of races,number,number_z=0.29492,1998-04-12,circuits:Db#24,False,False
534,FULL_ONLY,races,Db,616,36917,round of races,number,number_z=-1.0781,1998-04-12,circuits:Db#24,False,False
535,FULL_ONLY,races,Db,616,36917,name of races,text,Argentine Grand Prix,1998-04-12,circuits:Db#24,False,False
536,FULL_ONLY,races,Db,616,36917,date of races,datetime,1998-04-12,1998-04-12,circuits:Db#24,False,False
537,FULL_ONLY,races,Db,616,36917,time of races,text,00:00:00,1998-04-12,circuits:Db#24,False,False
538,FULL_ONLY,circuits,Db,24,24,circuitRef of circuits,text,galvez,,,False,False
539,FULL_ONLY,circuits,Db,24,24,name of circuits,text,Autódromo Juan y Oscar Gálvez,,,False,False
540,FULL_ONLY,circuits,Db,24,24,location of circuits,text,Buenos Aires,,,False,False
541,FULL_ONLY,circuits,Db,24,24,country of circuits,text,Argentina,,,False,False
542,FULL_ONLY,circuits,Db,24,24,lat of circuits,number,number_z=-2.9844,,,False,False
543,FULL_ONLY,circuits,Db,24,24,lng of circuits,number,number_z=-0.91016,,,False,False
544,FULL_ONLY,circuits,Db,24,24,alt of circuits,number,number_z=-0.65625,,,False,False
545,DRIVER_NBR_INDIRECT,driver-dnf,Train,70,98378,date of driver-dnf,datetime,1998-06-07,1998-06-07,drivers:Db#20,False,False
546,COL+DRIVER_NBR_INDIRECT,driver-dnf,Train,70,98378,did_not_finish of driver-dnf,boolean,1,1998-06-07,drivers:Db#20,False,False
547,DRIVER_NBR_INDIRECT,standings,Db,25556,89038,points of standings,number,number_z=-0.098145,2003-06-29,races:Db#705; drivers:Db#20,False,False
548,DRIVER_NBR_INDIRECT,standings,Db,25556,89038,position of standings,number,number_z=-0.66406,2003-06-29,races:Db#705; drivers:Db#20,False,False
549,DRIVER_NBR_INDIRECT,standings,Db,25556,89038,wins of standings,number,number_z=0.73438,2003-06-29,races:Db#705; drivers:Db#20,False,False
550,DRIVER_NBR_INDIRECT,standings,Db,25556,89038,date of standings,datetime,2003-06-29,2003-06-29,races:Db#705; drivers:Db#20,False,False
551,FULL_ONLY,races,Db,705,37006,year of races,number,number_z=0.53906,2003-06-29,circuits:Db#19,False,False
552,FULL_ONLY,races,Db,705,37006,round of races,number,number_z=0.099609,2003-06-29,circuits:Db#19,False,False
553,FULL_ONLY,races,Db,705,37006,name of races,text,European Grand Prix,2003-06-29,circuits:Db#19,False,False
554,FULL_ONLY,races,Db,705,37006,date of races,datetime,2003-06-29,2003-06-29,circuits:Db#19,False,False
555,FULL_ONLY,races,Db,705,37006,time of races,text,00:00:00,2003-06-29,circuits:Db#19,False,False
556,DRIVER_NBR_INDIRECT,standings,Db,24533,88015,points of standings,number,number_z=0.12695,2000-07-30,races:Db#656; drivers:Db#20,False,False
557,DRIVER_NBR_INDIRECT,standings,Db,24533,88015,position of standings,number,number_z=-0.91016,2000-07-30,races:Db#656; drivers:Db#20,False,False
558,DRIVER_NBR_INDIRECT,standings,Db,24533,88015,wins of standings,number,number_z=-0.27148,2000-07-30,races:Db#656; drivers:Db#20,False,False
559,DRIVER_NBR_INDIRECT,standings,Db,24533,88015,date of standings,datetime,2000-07-30,2000-07-30,races:Db#656; drivers:Db#20,False,False
560,FULL_ONLY,races,Db,656,36957,year of races,number,number_z=0.39258,2000-07-30,circuits:Db#9,False,False
561,FULL_ONLY,races,Db,656,36957,round of races,number,number_z=0.49414,2000-07-30,circuits:Db#9,False,False
562,FULL_ONLY,races,Db,656,36957,name of races,text,German Grand Prix,2000-07-30,circuits:Db#9,False,False
563,FULL_ONLY,races,Db,656,36957,date of races,datetime,2000-07-30,2000-07-30,circuits:Db#9,False,False
564,FULL_ONLY,races,Db,656,36957,time of races,text,00:00:00,2000-07-30,circuits:Db#9,False,False
565,DRIVER_NBR_INDIRECT,standings,Db,24505,87987,points of standings,number,number_z=0.12695,2000-07-16,races:Db#655; drivers:Db#20,False,False
566,DRIVER_NBR_INDIRECT,standings,Db,24505,87987,position of standings,number,number_z=-0.91016,2000-07-16,races:Db#655; drivers:Db#20,False,False
567,DRIVER_NBR_INDIRECT,standings,Db,24505,87987,wins of standings,number,number_z=-0.27148,2000-07-16,races:Db#655; drivers:Db#20,False,False
568,DRIVER_NBR_INDIRECT,standings,Db,24505,87987,date of standings,datetime,2000-07-16,2000-07-16,races:Db#655; drivers:Db#20,False,False
569,FULL_ONLY,races,Db,655,36956,year of races,number,number_z=0.39258,2000-07-16,circuits:Db#69,False,False
570,FULL_ONLY,races,Db,655,36956,round of races,number,number_z=0.29688,2000-07-16,circuits:Db#69,False,False
571,FULL_ONLY,races,Db,655,36956,name of races,text,Austrian Grand Prix,2000-07-16,circuits:Db#69,False,False
572,FULL_ONLY,races,Db,655,36956,date of races,datetime,2000-07-16,2000-07-16,circuits:Db#69,False,False
573,FULL_ONLY,races,Db,655,36956,time of races,text,00:00:00,2000-07-16,circuits:Db#69,False,False
574,DRIVER_NBR_INDIRECT,results,Db,16101,53503,number of results,number,number_z=-0.84766,1998-05-24,races:Db#619; drivers:Db#20; constructors:Db#21,False,False
575,DRIVER_NBR_INDIRECT,results,Db,16101,53503,grid of results,number,number_z=-1.1328,1998-05-24,races:Db#619; drivers:Db#20; constructors:Db#21,False,False
576,DRIVER_NBR_INDIRECT,results,Db,16101,53503,position of results,number,number_z=-1.2422,1998-05-24,races:Db#619; drivers:Db#20; constructors:Db#21,False,False
577,DRIVER_NBR_INDIRECT,results,Db,16101,53503,positionOrder of results,number,number_z=-1.4062,1998-05-24,races:Db#619; drivers:Db#20; constructors:Db#21,False,False
578,DRIVER_NBR_INDIRECT,results,Db,16101,53503,points of results,number,number_z=0.96875,1998-05-24,races:Db#619; drivers:Db#20; constructors:Db#21,False,False
579,DRIVER_NBR_INDIRECT,results,Db,16101,53503,laps of results,number,number_z=1.0703,1998-05-24,races:Db#619; drivers:Db#20; constructors:Db#21,False,False
580,DRIVER_NBR_INDIRECT,results,Db,16101,53503,milliseconds of results,number,number_z=0.28516,1998-05-24,races:Db#619; drivers:Db#20; constructors:Db#21,False,False
581,DRIVER_NBR_INDIRECT,results,Db,16101,53503,statusId of results,number,number_z=-0.62891,1998-05-24,races:Db#619; drivers:Db#20; constructors:Db#21,False,False
582,DRIVER_NBR_INDIRECT,results,Db,16101,53503,date of results,datetime,1998-05-24,1998-05-24,races:Db#619; drivers:Db#20; constructors:Db#21,False,False
583,FULL_ONLY,races,Db,619,36920,year of races,number,number_z=0.29492,1998-05-24,circuits:Db#5,False,False
584,FULL_ONLY,races,Db,619,36920,round of races,number,number_z=-0.49023,1998-05-24,circuits:Db#5,False,False
585,FULL_ONLY,races,Db,619,36920,name of races,text,Monaco Grand Prix,1998-05-24,circuits:Db#5,False,False
586,FULL_ONLY,races,Db,619,36920,date of races,datetime,1998-05-24,1998-05-24,circuits:Db#5,False,False
587,FULL_ONLY,races,Db,619,36920,time of races,text,00:00:00,1998-05-24,circuits:Db#5,False,False
588,DRIVER_NBR_INDIRECT,standings,Db,22991,86473,points of standings,number,number_z=-0.37891,1996-05-05,races:Db#585; drivers:Db#20,False,False
589,DRIVER_NBR_INDIRECT,standings,Db,22991,86473,position of standings,number,number_z=0.12793,1996-05-05,races:Db#585; drivers:Db#20,False,False
590,DRIVER_NBR_INDIRECT,standings,Db,22991,86473,wins of standings,number,number_z=-0.27148,1996-05-05,races:Db#585; drivers:Db#20,False,False
591,DRIVER_NBR_INDIRECT,standings,Db,22991,86473,date of standings,datetime,1996-05-05,1996-05-05,races:Db#585; drivers:Db#20,False,False
592,DRIVER_NBR_INDIRECT,driver-dnf,Train,7280,105588,date of driver-dnf,datetime,1997-03-14,1997-03-14,drivers:Db#20,False,False
593,COL+DRIVER_NBR_INDIRECT,driver-dnf,Train,7280,105588,did_not_finish of driver-dnf,boolean,1,1997-03-14,drivers:Db#20,False,False
594,DRIVER_NBR_INDIRECT,driver-dnf,Train,10748,109056,date of driver-dnf,datetime,2000-07-26,2000-07-26,drivers:Db#20,False,False
595,COL+DRIVER_NBR_INDIRECT,driver-dnf,Train,10748,109056,did_not_finish of driver-dnf,boolean,1,2000-07-26,drivers:Db#20,False,False
596,DRIVER_NBR_INDIRECT,results,Db,16533,53935,number of results,number,number_z=-0.58203,1999-08-01,races:Db#639; drivers:Db#20; constructors:Db#21,False,False
597,DRIVER_NBR_INDIRECT,results,Db,16533,53935,grid of results,number,number_z=-0.16113,1999-08-01,races:Db#639; drivers:Db#20; constructors:Db#21,False,False
598,DRIVER_NBR_INDIRECT,results,Db,16533,53935,positionOrder of results,number,number_z=0.79688,1999-08-01,races:Db#639; drivers:Db#20; constructors:Db#21,False,False
599,DRIVER_NBR_INDIRECT,results,Db,16533,53935,points of results,number,number_z=-0.45117,1999-08-01,races:Db#639; drivers:Db#20; constructors:Db#21,False,False
600,DRIVER_NBR_INDIRECT,results,Db,16533,53935,laps of results,number,number_z=-1.3125,1999-08-01,races:Db#639; drivers:Db#20; constructors:Db#21,False,False
601,DRIVER_NBR_INDIRECT,results,Db,16533,53935,statusId of results,number,number_z=0.17285,1999-08-01,races:Db#639; drivers:Db#20; constructors:Db#21,False,False
602,DRIVER_NBR_INDIRECT,results,Db,16533,53935,date of results,datetime,1999-08-01,1999-08-01,races:Db#639; drivers:Db#20; constructors:Db#21,False,False
603,FULL_ONLY,races,Db,639,36940,year of races,number,number_z=0.34375,1999-08-01,circuits:Db#9,False,False
604,FULL_ONLY,races,Db,639,36940,round of races,number,number_z=0.29688,1999-08-01,circuits:Db#9,False,False
605,FULL_ONLY,races,Db,639,36940,name of races,text,German Grand Prix,1999-08-01,circuits:Db#9,False,False
606,FULL_ONLY,races,Db,639,36940,date of races,datetime,1999-08-01,1999-08-01,circuits:Db#9,False,False
607,FULL_ONLY,races,Db,639,36940,time of races,text,00:00:00,1999-08-01,circuits:Db#9,False,False
608,DRIVER_NBR_INDIRECT,results,Db,16666,54068,number of results,number,number_z=-0.58203,1999-10-31,races:Db#645; drivers:Db#20; constructors:Db#21,False,False
609,DRIVER_NBR_INDIRECT,results,Db,16666,54068,grid of results,number,number_z=0.39258,1999-10-31,races:Db#645; drivers:Db#20; constructors:Db#21,False,False
610,DRIVER_NBR_INDIRECT,results,Db,16666,54068,position of results,number,number_z=1.25,1999-10-31,races:Db#645; drivers:Db#20; constructors:Db#21,False,False
611,DRIVER_NBR_INDIRECT,results,Db,16666,54068,positionOrder of results,number,number_z=0.14844,1999-10-31,races:Db#645; drivers:Db#20; constructors:Db#21,False,False
612,DRIVER_NBR_INDIRECT,results,Db,16666,54068,points of results,number,number_z=-0.45117,1999-10-31,races:Db#645; drivers:Db#20; constructors:Db#21,False,False
613,DRIVER_NBR_INDIRECT,results,Db,16666,54068,laps of results,number,number_z=0.031006,1999-10-31,races:Db#645; drivers:Db#20; constructors:Db#21,False,False
614,DRIVER_NBR_INDIRECT,results,Db,16666,54068,statusId of results,number,number_z=-0.47656,1999-10-31,races:Db#645; drivers:Db#20; constructors:Db#21,False,False
615,DRIVER_NBR_INDIRECT,results,Db,16666,54068,date of results,datetime,1999-10-31,1999-10-31,races:Db#645; drivers:Db#20; constructors:Db#21,False,False
616,FULL_ONLY,races,Db,645,36946,year of races,number,number_z=0.34375,1999-10-31,circuits:Db#21,False,False
617,FULL_ONLY,races,Db,645,36946,round of races,number,number_z=1.4766,1999-10-31,circuits:Db#21,False,False
618,FULL_ONLY,races,Db,645,36946,name of races,text,Japanese Grand Prix,1999-10-31,circuits:Db#21,False,False
619,FULL_ONLY,races,Db,645,36946,date of races,datetime,1999-10-31,1999-10-31,circuits:Db#21,False,False
620,FULL_ONLY,races,Db,645,36946,time of races,text,00:00:00,1999-10-31,circuits:Db#21,False,False
621,FULL_ONLY,circuits,Db,21,21,circuitRef of circuits,text,suzuka,,,False,False
622,FULL_ONLY,circuits,Db,21,21,name of circuits,text,Suzuka Circuit,,,False,False
623,FULL_ONLY,circuits,Db,21,21,location of circuits,text,Suzuka,,,False,False
624,FULL_ONLY,circuits,Db,21,21,country of circuits,text,Japan,,,False,False
625,FULL_ONLY,circuits,Db,21,21,lat of circuits,number,number_z=0.061279,,,False,False
626,FULL_ONLY,circuits,Db,21,21,lng of circuits,number,number_z=2.0625,,,False,False
627,FULL_ONLY,circuits,Db,21,21,alt of circuits,number,number_z=-0.55469,,,False,False
628,DRIVER_NBR_INDIRECT,driver-dnf,Train,4327,102635,date of driver-dnf,datetime,1997-10-10,1997-10-10,drivers:Db#20,False,False
629,COL+DRIVER_NBR_INDIRECT,driver-dnf,Train,4327,102635,did_not_finish of driver-dnf,boolean,1,1997-10-10,drivers:Db#20,False,False
630,DRIVER_NBR_INDIRECT,results,Db,16593,53995,number of results,number,number_z=-0.58203,1999-09-12,races:Db#642; drivers:Db#20; constructors:Db#21,False,False
631,DRIVER_NBR_INDIRECT,results,Db,16593,53995,grid of results,number,number_z=0.80469,1999-09-12,races:Db#642; drivers:Db#20; constructors:Db#21,False,False
632,DRIVER_NBR_INDIRECT,results,Db,16593,53995,positionOrder of results,number,number_z=1.0547,1999-09-12,races:Db#642; drivers:Db#20; constructors:Db#21,False,False
633,DRIVER_NBR_INDIRECT,results,Db,16593,53995,points of results,number,number_z=-0.45117,1999-09-12,races:Db#642; drivers:Db#20; constructors:Db#21,False,False
634,DRIVER_NBR_INDIRECT,results,Db,16593,53995,laps of results,number,number_z=-1.5156,1999-09-12,races:Db#642; drivers:Db#20; constructors:Db#21,False,False
635,DRIVER_NBR_INDIRECT,results,Db,16593,53995,statusId of results,number,number_z=0.09668,1999-09-12,races:Db#642; drivers:Db#20; constructors:Db#21,False,False
636,DRIVER_NBR_INDIRECT,results,Db,16593,53995,date of results,datetime,1999-09-12,1999-09-12,races:Db#642; drivers:Db#20; constructors:Db#21,False,False
637,FULL_ONLY,races,Db,642,36943,year of races,number,number_z=0.34375,1999-09-12,circuits:Db#13,False,False
638,FULL_ONLY,races,Db,642,36943,round of races,number,number_z=0.88672,1999-09-12,circuits:Db#13,False,False
639,FULL_ONLY,races,Db,642,36943,name of races,text,Italian Grand Prix,1999-09-12,circuits:Db#13,False,False
640,FULL_ONLY,races,Db,642,36943,date of races,datetime,1999-09-12,1999-09-12,circuits:Db#13,False,False
641,FULL_ONLY,races,Db,642,36943,time of races,text,00:00:00,1999-09-12,circuits:Db#13,False,False
642,DRIVER_NBR_INDIRECT,results,Db,16624,54026,number of results,number,number_z=-0.58203,1999-09-26,races:Db#643; drivers:Db#20; constructors:Db#21,False,False
643,DRIVER_NBR_INDIRECT,results,Db,16624,54026,grid of results,number,number_z=-0.71484,1999-09-26,races:Db#643; drivers:Db#20; constructors:Db#21,False,False
644,DRIVER_NBR_INDIRECT,results,Db,16624,54026,positionOrder of results,number,number_z=0.018921,1999-09-26,races:Db#643; drivers:Db#20; constructors:Db#21,False,False
645,DRIVER_NBR_INDIRECT,results,Db,16624,54026,points of results,number,number_z=-0.45117,1999-09-26,races:Db#643; drivers:Db#20; constructors:Db#21,False,False
646,DRIVER_NBR_INDIRECT,results,Db,16624,54026,laps of results,number,number_z=0.064941,1999-09-26,races:Db#643; drivers:Db#20; constructors:Db#21,False,False
647,DRIVER_NBR_INDIRECT,results,Db,16624,54026,statusId of results,number,number_z=0.09668,1999-09-26,races:Db#643; drivers:Db#20; constructors:Db#21,False,False
648,DRIVER_NBR_INDIRECT,results,Db,16624,54026,date of results,datetime,1999-09-26,1999-09-26,races:Db#643; drivers:Db#20; constructors:Db#21,False,False
649,DRIVER_NBR_INDIRECT,standings,Db,24701,88183,points of standings,number,number_z=-0.37891,2001-03-18,races:Db#664; drivers:Db#20,False,False
650,DRIVER_NBR_INDIRECT,standings,Db,24701,88183,position of standings,number,number_z=-0.11572,2001-03-18,races:Db#664; drivers:Db#20,False,False
